Year,Sport,NOC,Sex,Legendary_Index,Predicted_Legendary_Coach
2020,Taekwondo,CRC,F,0.544598,False
2004,Taekwondo,CRC,M,0.544598,False
2008,Taekwondo,CRC,M,0.544598,False
2012,Taekwondo,CRC,M,0.544598,False
2000,Taekwondo,CRO,F,0.544598,False
2004,Taekwondo,CRO,F,0.544598,False
2008,Taekwondo,CRO,F,0.5603971,False
2012,Taekwondo,CRO,F,0.5603971,False
2016,Taekwondo,CRO,F,0.544598,False
2020,Taekwondo,CRO,F,0.6231164,False
2024,Taekwondo,CRO,F,0.5603971,False
2016,Taekwondo,CRO,M,0.544598,False
2020,Taekwondo,CRO,M,0.5603971,False
2024,Taekwondo,CRO,M,0.544598,False
2000,Taekwondo,CUB,F,0.54977036,False
2004,Taekwondo,CUB,F,0.54977036,False
2008,Taekwondo,CUB,F,0.5603971,False
2012,Taekwondo,CUB,F,0.544598,False
2024,Taekwondo,CUB,F,0.544598,False
2000,Taekwondo,CUB,M,0.6231164,False
2004,Taekwondo,CUB,M,0.544598,False
2008,Taekwondo,CUB,M,0.544598,False
2012,Taekwondo,CUB,M,0.5603971,False
2016,Taekwondo,CUB,M,0.544598,False
2020,Taekwondo,CUB,M,0.5603971,False
2024,Taekwondo,CUB,M,0.5603971,False
2024,Taekwondo,CZE,F,0.544598,False
2000,Taekwondo,DEN,F,0.544598,False
2000,Taekwondo,DEN,M,0.544598,False
2004,Taekwondo,DEN,M,0.544598,False
2024,Taekwondo,DEN,M,0.5603971,False
2016,Taekwondo,DOM,F,0.544598,False
2020,Taekwondo,DOM,F,0.544598,False
2024,Taekwondo,DOM,F,0.544598,False
2004,Taekwondo,DOM,M,0.544598,False
2008,Taekwondo,DOM,M,0.54977036,False
2012,Taekwondo,DOM,M,0.544598,False
2016,Taekwondo,DOM,M,0.5603971,False
2020,Taekwondo,DOM,M,0.544598,False
2024,Taekwondo,DOM,M,0.544598,False
2008,Taekwondo,ECU,F,0.544598,False
2000,Taekwondo,EGY,F,0.544598,False
2004,Taekwondo,EGY,F,0.544598,False
2008,Taekwondo,EGY,F,0.544598,False
2012,Taekwondo,EGY,F,0.544598,False
2016,Taekwondo,EGY,F,0.5603971,False
2020,Taekwondo,EGY,F,0.5603971,False
2024,Taekwondo,EGY,F,0.544598,False
2000,Taekwondo,EGY,M,0.544598,False
2004,Taekwondo,EGY,M,0.5603971,False
2012,Taekwondo,EGY,M,0.544598,False
2016,Taekwondo,EGY,M,0.544598,False
2020,Taekwondo,EGY,M,0.5603971,False
2024,Taekwondo,EGY,M,0.544598,False
2020,Taekwondo,EOR,F,0.544598,False
2024,Taekwondo,EOR,F,0.544598,False
2020,Taekwondo,EOR,M,0.544598,False
2024,Taekwondo,EOR,M,0.544598,False
2000,Taekwondo,ESP,F,0.544598,False
2004,Taekwondo,ESP,F,0.544598,False
2008,Taekwondo,ESP,F,0.544598,False
2012,Taekwondo,ESP,F,0.54977036,False
2016,Taekwondo,ESP,F,0.54977036,False
2020,Taekwondo,ESP,F,0.54977036,False
2024,Taekwondo,ESP,F,0.544598,False
2000,Taekwondo,ESP,M,0.54977036,False
2004,Taekwondo,ESP,M,0.544598,False
2008,Taekwondo,ESP,M,0.544598,False
2012,Taekwondo,ESP,M,0.6231164,False
2016,Taekwondo,ESP,M,0.5603971,False
2020,Taekwondo,ESP,M,0.544598,False
2024,Taekwondo,ESP,M,0.544598,False
2020,Taekwondo,ETH,M,0.544598,False
2024,Taekwondo,FIJ,F,0.544598,False
2000,Taekwondo,FIN,F,0.544598,False
2012,Taekwondo,FIN,F,0.544598,False
2016,Taekwondo,FIN,F,0.544598,False
2004,Taekwondo,FIN,M,0.544598,False
2000,Taekwondo,FRA,F,0.544598,False
2004,Taekwondo,FRA,F,0.54977036,False
2008,Taekwondo,FRA,F,0.5603971,False
2012,Taekwondo,FRA,F,0.55160433,False
2016,Taekwondo,FRA,F,0.54977036,False
2020,Taekwondo,FRA,F,0.5603971,False
2024,Taekwondo,FRA,F,0.6231164,False
2000,Taekwondo,FRA,M,0.5603971,False
2004,Taekwondo,FRA,M,0.5603971,False
2008,Taekwondo,FRA,M,0.544598,False
2016,Taekwondo,FRA,M,0.544598,False
2024,Taekwondo,FRA,M,0.5603971,False
2024,Taekwondo,GAB,F,0.544598,False
2008,Taekwondo,GAB,M,0.544598,False
2012,Taekwondo,GAB,M,0.54977036,False
2016,Taekwondo,GAB,M,0.544598,False
2020,Taekwondo,GAB,M,0.544598,False
2024,Taekwondo,GAM,M,0.544598,False
2000,Taekwondo,GBR,F,0.544598,False
2004,Taekwondo,GBR,F,0.544598,False
2008,Taekwondo,GBR,F,0.5603971,False
2012,Taekwondo,GBR,F,0.6231164,False
2016,Taekwondo,GBR,F,0.6231164,False
2020,Taekwondo,GBR,F,0.55160433,False
2024,Taekwondo,GBR,F,0.544598,False
2000,Taekwondo,GBR,M,0.544598,False
2004,Taekwondo,GBR,M,0.544598,False
2008,Taekwondo,GBR,M,0.544598,False
2012,Taekwondo,GBR,M,0.5603971,False
2016,Taekwondo,GBR,M,0.54977036,False
2020,Taekwondo,GBR,M,0.54977036,False
2024,Taekwondo,GBR,M,0.54977036,False
2024,Taekwondo,GBS,M,0.544598,False
2000,Taekwondo,GER,F,0.544598,False
2008,Taekwondo,GER,F,0.544598,False
2012,Taekwondo,GER,F,0.5603971,False
2016,Taekwondo,GER,F,0.544598,False
2024,Taekwondo,GER,F,0.544598,False
2000,Taekwondo,GER,M,0.54977036,False
2008,Taekwondo,GER,M,0.544598,False
2016,Taekwondo,GER,M,0.544598,False
2020,Taekwondo,GER,M,0.544598,False
2000,Taekwondo,GRE,F,0.544598,False
2004,Taekwondo,GRE,F,0.54977036,False
2008,Taekwondo,GRE,F,0.544598,False
2020,Taekwondo,GRE,F,0.544598,False
2000,Taekwondo,GRE,M,0.6231164,False
2004,Taekwondo,GRE,M,0.54977036,False
2008,Taekwondo,GRE,M,0.54977036,False
2012,Taekwondo,GRE,M,0.544598,False
2012,Taekwondo,GRN,F,0.544598,False
2004,Taekwondo,GUA,F,0.544598,False
2012,Taekwondo,GUA,F,0.544598,False
2000,Taekwondo,GUA,M,0.544598,False
2004,Taekwondo,GUA,M,0.544598,False
2008,Taekwondo,GUI,F,0.544598,False
2016,Taekwondo,HAI,F,0.544598,False
2020,Taekwondo,HAI,F,0.544598,False
2004,Taekwondo,HAI,M,0.544598,False
2024,Taekwondo,HKG,M,0.544598,False
2020,Taekwondo,HON,F,0.544598,False
2008,Taekwondo,HON,M,0.544598,False
2016,Taekwondo,HON,M,0.544598,False
2024,Taekwondo,HUN,F,0.6231164,False
2000,Taekwondo,HUN,M,0.544598,False
2020,Taekwondo,HUN,M,0.544598,False
2024,Taekwondo,HUN,M,0.544598,False
2000,Taekwondo,INA,F,0.544598,False
2004,Taekwondo,INA,F,0.544598,False
2004,Taekwondo,INA,M,0.544598,False
2008,Taekwondo,IRI,F,0.544598,False
2012,Taekwondo,IRI,F,0.544598,False
2016,Taekwondo,IRI,F,0.5603971,False
2020,Taekwondo,IRI,F,0.544598,False
2024,Taekwondo,IRI,F,0.55160433,False
2000,Taekwondo,IRI,M,0.5603971,False
2004,Taekwondo,IRI,M,0.6231164,False
2008,Taekwondo,IRI,M,0.6231164,False
2012,Taekwondo,IRI,M,0.54977036,False
2016,Taekwondo,IRI,M,0.544598,False
2020,Taekwondo,IRI,M,0.544598,False
2024,Taekwondo,IRI,M,0.6231164,False
2020,Taekwondo,IRL,M,0.544598,False
2024,Taekwondo,IRL,M,0.544598,False
2004,Taekwondo,IRQ,M,0.544598,False
2004,Taekwondo,ISR,F,0.544598,False
2008,Taekwondo,ISR,F,0.544598,False
2020,Taekwondo,ISR,F,0.5603971,False
2024,Taekwondo,ISR,F,0.544598,False
2016,Taekwondo,ISR,M,0.544598,False
2000,Taekwondo,ITA,F,0.544598,False
2004,Taekwondo,ITA,F,0.544598,False
2008,Taekwondo,ITA,F,0.544598,False
2024,Taekwondo,ITA,F,0.544598,False
2000,Taekwondo,ITA,M,0.544598,False
2004,Taekwondo,ITA,M,0.544598,False
2008,Taekwondo,ITA,M,0.54977036,False
2012,Taekwondo,ITA,M,0.6231164,False
2020,Taekwondo,ITA,M,0.6231164,False
2024,Taekwondo,ITA,M,0.5603971,False
2012,Taekwondo,JAM,M,0.544598,False
2004,Taekwondo,JOR,F,0.544598,False
2008,Taekwondo,JOR,F,0.544598,False
2012,Taekwondo,JOR,F,0.544598,False
2020,Taekwondo,JOR,F,0.544598,False
2024,Taekwondo,JOR,F,0.544598,False
2000,Taekwondo,JOR,M,0.544598,False
2004,Taekwondo,JOR,M,0.544598,False
2012,Taekwondo,JOR,M,0.544598,False
2016,Taekwondo,JOR,M,0.6231164,False
2020,Taekwondo,JOR,M,0.54977036,False
2024,Taekwondo,JOR,M,0.54977036,False
2000,Taekwondo,JPN,F,0.5603971,False
2004,Taekwondo,JPN,F,0.544598,False
2008,Taekwondo,JPN,F,0.544598,False
2012,Taekwondo,JPN,F,0.544598,False
2016,Taekwondo,JPN,F,0.544598,False
2020,Taekwondo,JPN,F,0.544598,False
2000,Taekwondo,JPN,M,0.544598,False
2020,Taekwondo,JPN,M,0.544598,False
2008,Taekwondo,KAZ,F,0.544598,False
2012,Taekwondo,KAZ,F,0.544598,False
2016,Taekwondo,KAZ,F,0.544598,False
2020,Taekwondo,KAZ,F,0.544598,False
2004,Taekwondo,KAZ,M,0.544598,False
2008,Taekwondo,KAZ,M,0.5603971,False
2012,Taekwondo,KAZ,M,0.544598,False
2016,Taekwondo,KAZ,M,0.544598,False
2020,Taekwondo,KAZ,M,0.544598,False
2024,Taekwondo,KAZ,M,0.544598,False
2008,Taekwondo,KEN,F,0.544598,False
2020,Taekwondo,KEN,F,0.544598,False
2008,Taekwondo,KEN,M,0.544598,False
2008,Taekwondo,KGZ,M,0.544598,False
2012,Taekwondo,KGZ,M,0.544598,False
2000,Taekwondo,KOR,F,0.6231164,False
2004,Taekwondo,KOR,F,0.6231164,False
2008,Taekwondo,KOR,F,0.6231164,False
2012,Taekwondo,KOR,F,0.6231164,False
2016,Taekwondo,KOR,F,0.6231164,False
2020,Taekwondo,KOR,F,0.54977036,False
2024,Taekwondo,KOR,F,0.6231164,False
2000,Taekwondo,KOR,M,0.6231164,False
2004,Taekwondo,KOR,M,0.6231164,False
2008,Taekwondo,KOR,M,0.6231164,False
2012,Taekwondo,KOR,M,0.54977036,False
2016,Taekwondo,KOR,M,0.57598037,False
2020,Taekwondo,KOR,M,0.5603971,False
2024,Taekwondo,KOR,M,0.6231164,False
2024,Taekwondo,KSA,F,0.544598,False
2000,Taekwondo,KSA,M,0.544598,False
2000,Taekwondo,KUW,M,0.544598,False
2000,Taekwondo,LBA,M,0.544598,False
2004,Taekwondo,LBA,M,0.544598,False
2016,Taekwondo,LBA,M,0.544598,False
2024,Taekwondo,LBN,F,0.544598,False
2000,Taekwondo,LES,F,0.544598,False
2004,Taekwondo,LES,F,0.544598,False
2024,Taekwondo,LES,F,0.544598,False
2000,Taekwondo,LES,M,0.544598,False
2012,Taekwondo,LIB,F,0.544598,False
2000,Taekwondo,MAR,F,0.544598,False
2004,Taekwondo,MAR,F,0.544598,False
2008,Taekwondo,MAR,F,0.544598,False
2012,Taekwondo,MAR,F,0.544598,False
2016,Taekwondo,MAR,F,0.544598,False
2020,Taekwondo,MAR,F,0.544598,False
2024,Taekwondo,MAR,F,0.544598,False
2000,Taekwondo,MAR,M,0.544598,False
2004,Taekwondo,MAR,M,0.544598,False
2008,Taekwondo,MAR,M,0.544598,False
2012,Taekwondo,MAR,M,0.544598,False
2016,Taekwondo,MAR,M,0.544598,False
2020,Taekwondo,MAR,M,0.544598,False
2000,Taekwondo,MAS,F,0.544598,False
2004,Taekwondo,MAS,F,0.544598,False
2008,Taekwondo,MAS,F,0.544598,False
2016,Taekwondo,MDA,M,0.544598,False
2000,Taekwondo,MEX,F,0.544598,False
2004,Taekwondo,MEX,F,0.5603971,False
2008,Taekwondo,MEX,F,0.6231164,False
2012,Taekwondo,MEX,F,0.5603971,False
2016,Taekwondo,MEX,F,0.54977036,False
2020,Taekwondo,MEX,F,0.544598,False
2024,Taekwondo,MEX,F,0.544598,False
2000,Taekwondo,MEX,M,0.5603971,False
2004,Taekwondo,MEX,M,0.54977036,False
2008,Taekwondo,MEX,M,0.6231164,False
2012,Taekwondo,MEX,M,0.544598,False
2016,Taekwondo,MEX,M,0.544598,False
2020,Taekwondo,MEX,M,0.544598,False
2024,Taekwondo,MEX,M,0.544598,False
2016,Taekwondo,MGL,M,0.544598,False
2008,Taekwondo,MHL,M,0.544598,False
2024,Taekwondo,MKD,F,0.544598,False
2020,Taekwondo,MKD,M,0.54977036,False
2008,Taekwondo,MLI,M,0.544598,False
2012,Taekwondo,MLI,M,0.544598,False
2016,Taekwondo,MLI,M,0.544598,False
2020,Taekwondo,MLI,M,0.544598,False
2024,Taekwondo,MLI,M,0.544598,False
2000,Taekwondo,MON,M,0.544598,False
2000,Taekwondo,NCA,M,0.544598,False
2000,Taekwondo,NED,F,0.544598,False
2004,Taekwondo,NED,F,0.544598,False
2016,Taekwondo,NED,F,0.544598,False
2004,Taekwondo,NED,M,0.544598,False
2008,Taekwondo,NED,M,0.544598,False
2012,Taekwondo,NED,M,0.544598,False
2004,Taekwondo,NEP,F,0.544598,False
2016,Taekwondo,NEP,F,0.544598,False
2008,Taekwondo,NEP,M,0.544598,False
2004,Taekwondo,NGR,F,0.544598,False
2020,Taekwondo,NGR,F,0.544598,False
2024,Taekwondo,NGR,F,0.544598,False
2004,Taekwondo,NGR,M,0.544598,False
2008,Taekwondo,NGR,M,0.5603971,False
2012,Taekwondo,NGR,M,0.544598,False
2020,Taekwondo,NIG,F,0.544598,False
2016,Taekwondo,NIG,M,0.54977036,False
2020,Taekwondo,NIG,M,0.544598,False
2024,Taekwondo,NIG,M,0.544598,False
2000,Taekwondo,NOR,F,0.54977036,False
2004,Taekwondo,NOR,F,0.544598,False
2008,Taekwondo,NOR,F,0.54977036,False
2016,Taekwondo,NOR,F,0.544598,False
2020,Taekwondo,NOR,M,0.544598,False
2024,Taekwondo,NOR,M,0.544598,False
2004,Taekwondo,NZL,F,0.544598,False
2008,Taekwondo,NZL,F,0.544598,False
2012,Taekwondo,NZL,F,0.544598,False
2016,Taekwondo,NZL,F,0.544598,False
2008,Taekwondo,NZL,M,0.544598,False
2012,Taekwondo,NZL,M,0.544598,False
2020,Taekwondo,NZL,M,0.544598,False
2012,Taekwondo,PAN,F,0.544598,False
2016,Taekwondo,PAN,F,0.544598,False
2016,Taekwondo,PER,F,0.544598,False
2008,Taekwondo,PER,M,0.544598,False
2012,Taekwondo,PER,M,0.544598,False
2000,Taekwondo,PHI,F,0.544598,False
2004,Taekwondo,PHI,F,0.544598,False
2008,Taekwondo,PHI,F,0.544598,False
2016,Taekwondo,PHI,F,0.544598,False
2000,Taekwondo,PHI,M,0.544598,False
2004,Taekwondo,PHI,M,0.544598,False
2008,Taekwondo,PHI,M,0.544598,False
2020,Taekwondo,PHI,M,0.544598,False
2024,Taekwondo,PLE,M,0.544598,False
2008,Taekwondo,PNG,F,0.544598,False
2012,Taekwondo,PNG,F,0.544598,False
2016,Taekwondo,PNG,F,0.544598,False
2016,Taekwondo,PNG,M,0.544598,False
2024,Taekwondo,PNG,M,0.544598,False
2004,Taekwondo,POL,F,0.544598,False
2020,Taekwondo,POL,F,0.544598,False
2012,Taekwondo,POL,M,0.544598,False
2016,Taekwondo,POL,M,0.544598,False
2008,Taekwondo,POR,M,0.544598,False
2016,Taekwondo,POR,M,0.544598,False
2020,Taekwondo,POR,M,0.544598,False
2004,Taekwondo,PUR,F,0.544598,False
2008,Taekwondo,PUR,F,0.544598,False
2016,Taekwondo,PUR,F,0.544598,False
2020,Taekwondo,PUR,F,0.544598,False
2008,Taekwondo,PUR,M,0.544598,False
2008,Taekwondo,QAT,M,0.544598,False
2020,Taekwondo,ROC,F,0.54977036,False
2020,Taekwondo,ROC,M,0.6231164,False
2004,Taekwondo,RSA,M,0.544598,False
2000,Taekwondo,RUS,F,0.54977036,False
2004,Taekwondo,RUS,F,0.544598,False
2012,Taekwondo,RUS,F,0.5603971,False
2016,Taekwondo,RUS,F,0.544598,False
2000,Taekwondo,RUS,M,0.544598,False
2004,Taekwondo,RUS,M,0.544598,False
2012,Taekwondo,RUS,M,0.5603971,False
2016,Taekwondo,RUS,M,0.54977036,False
2012,Taekwondo,SAM,F,0.544598,False
2012,Taekwondo,SAM,M,0.544598,False
2008,Taekwondo,SEN,F,0.544598,False
2012,Taekwondo,SEN,F,0.544598,False
2016,Taekwondo,SEN,M,0.544598,False
2024,Taekwondo,SEN,M,0.544598,False
2012,Taekwondo,SLO,F,0.544598,False
2000,Taekwondo,SLO,M,0.544598,False
2012,Taekwondo,SLO,M,0.544598,False
2020,Taekwondo,SLO,M,0.544598,False
2024,Taekwondo,SLO,M,0.544598,False
2012,Taekwondo,SRB,F,0.6231164,False
2016,Taekwondo,SRB,F,0.54977036,False
2020,Taekwondo,SRB,F,0.6231164,False
2024,Taekwondo,SRB,F,0.54977036,False
2012,Taekwondo,SRB,M,0.544598,False
2024,Taekwondo,SRB,M,0.544598,False
2008,Taekwondo,SUI,F,0.544598,False
2008,Taekwondo,SWE,F,0.544598,False
2012,Taekwondo,SWE,F,0.544598,False
2016,Taekwondo,SWE,F,0.544598,False
2000,Taekwondo,SWE,M,0.544598,False
2012,Taekwondo,SWE,M,0.544598,False
2000,Taekwondo,SWZ,M,0.544598,False
2020,Taekwondo,TGA,F,0.544598,False
2016,Taekwondo,TGA,M,0.544598,False
2020,Taekwondo,TGA,M,0.544598,False
2004,Taekwondo,THA,F,0.5603971,False
2008,Taekwondo,THA,F,0.54977036,False
2012,Taekwondo,THA,F,0.5603971,False
2016,Taekwondo,THA,F,0.5603971,False
2020,Taekwondo,THA,F,0.6231164,False
2024,Taekwondo,THA,F,0.6231164,False
2004,Taekwondo,THA,M,0.544598,False
2008,Taekwondo,THA,M,0.544598,False
2012,Taekwondo,THA,M,0.544598,False
2016,Taekwondo,THA,M,0.54977036,False
2020,Taekwondo,THA,M,0.544598,False
2024,Taekwondo,THA,M,0.544598,False
2024,Taekwondo,TJK,F,0.544598,False
2012,Taekwondo,TJK,M,0.544598,False
2024,Taekwondo,TLS,F,0.544598,False
2000,Taekwondo,TPE,F,0.5603971,False
2004,Taekwondo,TPE,F,0.6231164,False
2008,Taekwondo,TPE,F,0.544598,False
2012,Taekwondo,TPE,F,0.5603971,False
2016,Taekwondo,TPE,F,0.544598,False
2020,Taekwondo,TPE,F,0.5603971,False
2024,Taekwondo,TPE,F,0.544598,False
2000,Taekwondo,TPE,M,0.5603971,False
2004,Taekwondo,TPE,M,0.6231164,False
2008,Taekwondo,TPE,M,0.5603971,False
2012,Taekwondo,TPE,M,0.544598,False
2016,Taekwondo,TPE,M,0.544598,False
2020,Taekwondo,TPE,M,0.544598,False
2000,Taekwondo,TTO,F,0.544598,False
2004,Taekwondo,TTO,M,0.544598,False
2004,Taekwondo,TUN,F,0.544598,False
2008,Taekwondo,TUN,F,0.544598,False
2012,Taekwondo,TUN,F,0.544598,False
2016,Taekwondo,TUN,F,0.544598,False
2024,Taekwondo,TUN,F,0.544598,False
2004,Taekwondo,TUN,M,0.544598,False
2016,Taekwondo,TUN,M,0.5603971,False
2020,Taekwondo,TUN,M,0.54977036,False
2024,Taekwondo,TUN,M,0.6231164,False
2000,Taekwondo,TUR,F,0.5603971,False
2008,Taekwondo,TUR,F,0.54977036,False
2012,Taekwondo,TUR,F,0.54977036,False
2016,Taekwondo,TUR,F,0.5603971,False
2020,Taekwondo,TUR,F,0.5603971,False
2024,Taekwondo,TUR,F,0.5603971,False
2004,Taekwondo,TUR,M,0.54977036,False
2008,Taekwondo,TUR,M,0.5603971,False
2012,Taekwondo,TUR,M,0.6231164,False
2016,Taekwondo,TUR,M,0.544598,False
2020,Taekwondo,TUR,M,0.5603971,False
2024,Taekwondo,TUR,M,0.544598,False
2008,Taekwondo,UAE,F,0.544598,False
2012,Taekwondo,UKR,F,0.544598,False
2004,Taekwondo,UKR,M,0.544598,False
2012,Taekwondo,UKR,M,0.544598,False
2024,Taekwondo,URU,F,0.544598,False
2000,Taekwondo,USA,F,0.544598,False
2004,Taekwondo,USA,F,0.54977036,False
2008,Taekwondo,USA,F,0.5603971,False
2012,Taekwondo,USA,F,0.5603971,False
2016,Taekwondo,USA,F,0.5603971,False
2020,Taekwondo,USA,F,0.6231164,False
2024,Taekwondo,USA,F,0.5603971,False
2000,Taekwondo,USA,M,0.6231164,False
2004,Taekwondo,USA,M,0.6231164,False
2008,Taekwondo,USA,M,0.55160433,False
2012,Taekwondo,USA,M,0.5603971,False
2016,Taekwondo,USA,M,0.544598,False
2024,Taekwondo,USA,M,0.544598,False
2004,Taekwondo,UZB,F,0.544598,False
2008,Taekwondo,UZB,F,0.544598,False
2012,Taekwondo,UZB,F,0.544598,False
2016,Taekwondo,UZB,F,0.544598,False
2020,Taekwondo,UZB,F,0.544598,False
2024,Taekwondo,UZB,F,0.54977036,False
2008,Taekwondo,UZB,M,0.544598,False
2012,Taekwondo,UZB,M,0.544598,False
2016,Taekwondo,UZB,M,0.544598,False
2020,Taekwondo,UZB,M,0.6231164,False
2024,Taekwondo,UZB,M,0.6231164,False
2000,Taekwondo,VEN,F,0.544598,False
2004,Taekwondo,VEN,F,0.5603971,False
2008,Taekwondo,VEN,F,0.5603971,False
2004,Taekwondo,VEN,M,0.544598,False
2008,Taekwondo,VEN,M,0.544598,False
2016,Taekwondo,VEN,M,0.544598,False
2024,Taekwondo,VEN,M,0.544598,False
2000,Taekwondo,VIE,F,0.54977036,False
2008,Taekwondo,VIE,F,0.544598,False
2012,Taekwondo,VIE,F,0.544598,False
2020,Taekwondo,VIE,F,0.544598,False
2004,Taekwondo,VIE,M,0.544598,False
2008,Taekwondo,VIE,M,0.544598,False
2012,Taekwondo,VIE,M,0.544598,False
2004,Taekwondo,YEM,M,0.544598,False
2012,Taekwondo,YEM,M,0.544598,False
2024,Tennis,AIN,F,0.54977036,False
2024,Tennis,AIN,M,0.544598,False
1988,Tennis,ALG,F,0.36292055,False
2004,Tennis,ALG,M,0.544598,False
1912,Tennis,ANZ,M,0.36352885,False
1988,Tennis,ARG,F,0.36809292,False
1992,Tennis,ARG,F,0.37866002,False
1996,Tennis,ARG,F,0.544598,False
2000,Tennis,ARG,F,0.544598,False
2004,Tennis,ARG,F,0.5603971,False
2008,Tennis,ARG,F,0.544598,False
2012,Tennis,ARG,F,0.544598,False
2020,Tennis,ARG,F,0.544598,False
2024,Tennis,ARG,F,0.544598,False
1924,Tennis,ARG,M,0.34772977,False
1988,Tennis,ARG,M,0.36292055,False
1992,Tennis,ARG,M,0.3944591,False
1996,Tennis,ARG,M,0.544598,False
2000,Tennis,ARG,M,0.544598,False
2004,Tennis,ARG,M,0.544598,False
2008,Tennis,ARG,M,0.544598,False
2012,Tennis,ARG,M,0.5603971,False
2016,Tennis,ARG,M,0.54977036,False
2020,Tennis,ARG,M,0.544598,False
2024,Tennis,ARG,M,0.544598,False
1996,Tennis,ARM,M,0.544598,False
2000,Tennis,ARM,M,0.544598,False
2004,Tennis,ARM,M,0.544598,False
1988,Tennis,AUS,F,0.37871963,False
1992,Tennis,AUS,F,0.3944591,False
1996,Tennis,AUS,F,0.544598,False
2000,Tennis,AUS,F,0.544598,False
2004,Tennis,AUS,F,0.5603971,False
2008,Tennis,AUS,F,0.544598,False
2012,Tennis,AUS,F,0.544598,False
2016,Tennis,AUS,F,0.544598,False
2020,Tennis,AUS,F,0.5603971,False
2024,Tennis,AUS,F,0.544598,False
1896,Tennis,AUS,M,0.36352885,False
1920,Tennis,AUS,M,0.34772977,False
1924,Tennis,AUS,M,0.34772977,False
1988,Tennis,AUS,M,0.36292055,False
1992,Tennis,AUS,M,0.37866002,False
1996,Tennis,AUS,M,0.6231164,False
2000,Tennis,AUS,M,0.54977036,False
2004,Tennis,AUS,M,0.544598,False
2008,Tennis,AUS,M,0.544598,False
2012,Tennis,AUS,M,0.544598,False
2016,Tennis,AUS,M,0.544598,False
2020,Tennis,AUS,M,0.5603971,False
2024,Tennis,AUS,M,0.6231164,False
1988,Tennis,AUT,F,0.36292055,False
1992,Tennis,AUT,F,0.37866002,False
1996,Tennis,AUT,F,0.544598,False
2000,Tennis,AUT,F,0.544598,False
2008,Tennis,AUT,F,0.544598,False
2012,Tennis,AUT,F,0.544598,False
2024,Tennis,AUT,F,0.544598,False
1908,Tennis,AUT,M,0.34772977,False
1912,Tennis,AUT,M,0.35290214,False
1988,Tennis,AUT,M,0.36292055,False
1992,Tennis,AUT,M,0.37866002,False
2004,Tennis,AUT,M,0.544598,False
2008,Tennis,AUT,M,0.544598,False
2012,Tennis,AUT,M,0.544598,False
2016,Tennis,AUT,M,0.544598,False
2020,Tennis,AUT,M,0.544598,False
2024,Tennis,AUT,M,0.544598,False
1992,Tennis,BAH,M,0.37866002,False
1996,Tennis,BAH,M,0.544598,False
2000,Tennis,BAH,M,0.544598,False
2004,Tennis,BAH,M,0.544598,False
2008,Tennis,BAH,M,0.544598,False
2016,Tennis,BAR,M,0.544598,False
1920,Tennis,BEL,F,0.34772977,False
1924,Tennis,BEL,F,0.34772977,False
1992,Tennis,BEL,F,0.37866002,False
1996,Tennis,BEL,F,0.544598,False
2000,Tennis,BEL,F,0.5603971,False
2004,Tennis,BEL,F,0.6231164,False
2012,Tennis,BEL,F,0.544598,False
2016,Tennis,BEL,F,0.544598,False
2020,Tennis,BEL,F,0.544598,False
1920,Tennis,BEL,M,0.34772977,False
1924,Tennis,BEL,M,0.34772977,False
2004,Tennis,BEL,M,0.544598,False
2008,Tennis,BEL,M,0.544598,False
2012,Tennis,BEL,M,0.544598,False
2016,Tennis,BEL,M,0.544598,False
2020,Tennis,BEL,M,0.544598,False
2024,Tennis,BEL,M,0.544598,False
2000,Tennis,BEN,M,0.544598,False
1988,Tennis,BER,M,0.36292055,False
2004,Tennis,BIH,F,0.544598,False
2016,Tennis,BIH,M,0.544598,False
1996,Tennis,BLR,F,0.544598,False
2000,Tennis,BLR,F,0.544598,False
2008,Tennis,BLR,F,0.544598,False
2012,Tennis,BLR,F,0.6231164,False
2020,Tennis,BLR,F,0.544598,False
2000,Tennis,BLR,M,0.544598,False
2004,Tennis,BLR,M,0.544598,False
2008,Tennis,BLR,M,0.544598,False
2012,Tennis,BLR,M,0.6231164,False
2016,Tennis,BLR,M,0.544598,False
2020,Tennis,BLR,M,0.544598,False
1900,Tennis,BOH,F,0.36352885,False
1906,Tennis,BOH,M,0.37911218,False
1908,Tennis,BOH,M,0.34772977,False
1912,Tennis,BOH,M,0.34772977,False
2000,Tennis,BOL,M,0.544598,False
2020,Tennis,BOL,M,0.544598,False
1988,Tennis,BRA,F,0.36292055,False
1992,Tennis,BRA,F,0.37866002,False
1996,Tennis,BRA,F,0.544598,False
2000,Tennis,BRA,F,0.544598,False
2016,Tennis,BRA,F,0.544598,False
2020,Tennis,BRA,F,0.5603971,False
2024,Tennis,BRA,F,0.544598,False
1988,Tennis,BRA,M,0.36292055,False
1992,Tennis,BRA,M,0.37866002,False
1996,Tennis,BRA,M,0.544598,False
